bldg_id,lat,lng,bldg_address,bldg_name,submarket,zip_code,floor_area,bldg_class,nstory,constr_year
B0001,47.6388254,-122.1923881,3101 Northup Way,Northup Office Center,520 Corridor,98004,42086,A,3,1979
B0002,47.67132072,-122.1377076,152nd Ave NE,Esterra Park - Two,520 Corridor,98052,180000,B,6,2015
B0003,47.67132072,-122.1377076,152nd Ave NE,Esterra Park - Three,520 Corridor,98052,223000,B,6,2015
B0004,47.67132072,-122.1377076,152nd Ave NE,Esterra Park - Five,520 Corridor,98052,225000,B,6,
B0005,47.67132072,-122.1377076,152nd Ave NE,Esterra Park - Four,520 Corridor,98052,230000,B,6,
B0006,47.630487,-122.147336,14335 NE 24th St,Oakhurst Center B,520 Corridor,98007,"70,794",A,2,1985
B0007,47.630524,-122.146143,14475 NE 24th St,Oakhurst Center A,520 Corridor,98007,"72,397",A,2,1985
B0008,47.639232,-122.142316,14860 NE 31st Way,Microsoft - Bldg 114,520 Corridor,98052,"85,226",A,3,1999
B0009,47.645329,-122.136351,15291 NE 40th St,Microsoft Studio A,520 Corridor,98052,"96,912",A,3,1990
B0010,47.640434,-122.138367,15011 NE 36th St,Laguna North,520 Corridor,98052,"104,353",A,3,1998
B0011,47.638752,-122.1409,14980 NE 31st Way,Laguna South,520 Corridor,98052,"104,443",A,3,1999
B0012,47.64026,-122.142249,14855 NE 31st Way,Microsoft - Bldg 115,520 Corridor,98052,"114,391",A,4,1999
B0013,47.639484,-122.141542,14870 NE 31st Way,Microsoft - Bldg113,520 Corridor,98052,"114,391",A,4,1999
B0014,47.640565,-122.141097,14999 NE 31st Way,Microsoft - Bldg 112,520 Corridor,98052,"114,392",A,4,1999
B0015,47.646832,-122.133029,4001 156th Ave NE,Microsoft - Bldg 50,520 Corridor,98052,"118,050",A,4,2001
B0016,47.641114,-122.136296,15050 NE 36th St,Microsoft Studio X,520 Corridor,98052,"122,103",A,3,1998
B0017,47.651848,-122.133705,4514 154th Pl NE,Microsoft - Bldg 84,520 Corridor,98052,"148,792",A,3,2000
B0018,47.643562,-122.141541,3800 148th Ave NE,Microsoft Studio G,520 Corridor,98052,"152,478",A,3,2000
B0019,47.643562,-122.14076,3850 148th Ave NE,Microsoft Studio H,520 Corridor,98052,"152,478",A,3,2000
B0020,47.644517,-122.142812,3900 148th Ave NE,Microsoft Studio F,520 Corridor,98052,"152,478",A,3,2000
B0021,47.645173,-122.142808,3950 148th Ave NE,Microsoft Studio E,520 Corridor,98052,"152,478",A,3,2001
B0022,47.638105,-122.132994,15563 NE 31st St,Microsoft - Bldg 40,520 Corridor,98052,"152,821",A,6,1998
B0023,47.639283,-122.134312,15580 NE 31st St,Microsoft- Bldg 43,520 Corridor,98052,"154,739",A,4,1997
B0024,47.636986,-122.133568,15571 NE 31st St,Microsoft - Bldg 41,520 Corridor,98052,"196,999",A,6,1998
B0025,47.63925,-122.133052,15590 NE 31st St,Microsoft - Bldg 42,520 Corridor,98052,"207,082",A,4,1997
B0026,47.640565,-122.141097,14999 NE 31st Way,Microsoft Campus 109,520 Corridor,98052,"211,731",A,4,2002
B0027,47.642095,-122.142068,14820 NE 36th St,Bldg99,520 Corridor,98052,"217,112",A,4,2007
B0028,47.650955,-122.14038,4600 150th Ave NE,Nintendo HQ,520 Corridor,98052,"284,985",A,3,2010
B0029,47.630676,-122.16935,2353 130th Ave NE,520 Corporate Center B,520 Corridor,98005,"30,000",B,2,1990
B0030,47.637841,-122.194704,3001 112th Ave NE,Corporate Campus East III H,520 Corridor,98004,"30,190",B,2,1986
B0031,47.631187,-122.168785,2375 130th Ave NE,520 Corporate Center A,520 Corridor,98005,"30,285",B,2,1988
B0032,47.636107,-122.195443,3005 112th Ave NE,Corporate Campus East III G,520 Corridor,98004,"30,377",B,2,1986
B0033,47.647754,-122.142256,4102-4120 148th Ave NE,Overlake Business Center North G,520 Corridor,98052,"30,483",B,2,1980
B0034,47.630963,-122.168107,2331-2355 130th Ave NE,520 Corporate Center C,520 Corridor,98005,"30,504",B,2,1990
B0035,47.637802,-122.196365,3025 112th Ave NE,Corporate Campus East A,520 Corridor,98004,"30,825",B,2,1982
B0036,47.633821,-122.183909,2606 116th Ave NE,Sweeney Conrad Building,520 Corridor,98005,"33,155",B,2,2000
B0037,47.649263,-122.139392,4420 150th Ave NE,Microsoft - Bldg 126,520 Corridor,98052,"33,392",B,1,1975
B0038,47.633312,-122.180415,11980 NE 24th St,Pike's Peak Plaza,520 Corridor,98005,"34,354",B,2,1999
B0039,47.633747,-122.183174,2600 116th Ave NE,Twilight Center,520 Corridor,98005,"34,823",B,2,2001
B0040,47.648366,-122.139769,4330 150th Ave NE,Microsoft - Bldg124,520 Corridor,98052,"36,907",B,1,1975
B0041,47.648979,-122.138132,4350 150th Ave NE,Microsoft Campus - Bldg 3,520 Corridor,98052,"37,200",B,1,1975
B0042,47.648979,-122.138132,4350 150th Ave NE,Microsoft - Bldg 125,520 Corridor,98052,"37,623",B,1,1975
B0043,47.652504,-122.142082,5010 148th Ave NE,Redmond Woods B,520 Corridor,98052,"41,365",B,2,1982
B0044,47.636395,-122.194977,3055 112th Ave NE,Corporate Campus East B,520 Corridor,98004,"42,300",B,2,1982
B0045,47.634705,-122.145248,14673 NE 29th Pl,Liberty II,520 Corridor,98007,"42,993",B,2,1999
B0046,47.636528,-122.19434,3009 112th Ave NE,Corporate Campus East III F,520 Corridor,98004,"43,031",B,2,1986
B0047,47.633374,-122.181696,11820 Northup Way,Centra Office Park East,520 Corridor,98005,"45,427",B,3,1983
B0048,47.633457,-122.182254,11808 Northup Way,Centra Office Park West,520 Corridor,98005,"45,582",B,3,1983
B0049,47.633082,-122.133366,15446 Bel Red Rd,Overlake Office Center,520 Corridor,98052,"48,568",B,4,1980
B0050,47.632459,-122.154769,2445 140th Ave NE,Park 140 B,520 Corridor,98005,"48,646",B,2,1988
B0051,47.652109,-122.142152,5000 148th Ave NE,Redmond Woods A,520 Corridor,98052,"49,645",B,2,1982
B0052,47.637054,-122.195365,3015 112th Ave NE,Corporate Campus East III E,520 Corridor,98004,"50,468",B,2,1986
B0053,47.652938,-122.142297,5020 148th Ave NE,Redmond Woods C,520 Corridor,98052,"53,841",B,2,1982
B0054,47.647441,-122.139262,4240 150th Ave NE,Microsoft Building 123,520 Corridor,98052,"58,293",B,1,1981
B0055,47.640714,-122.13324,15595 NE 36th St,Microsoft - Bldg 44,520 Corridor,98052,"60,000",B,4,1997
B0056,47.63279,-122.147842,14450 NE 29th Pl,Clover Building,520 Corridor,98007,"60,171",B,2,1981
B0057,47.638668,-122.198143,3075 112th Ave NE,Corporate Campus East C,520 Corridor,98004,"60,875",B,2,1983
B0058,47.63539,-122.144856,14711 NE 29th Pl,Liberty Northwest Center,520 Corridor,98007,"66,688",B,2,1980
B0059,47.649404,-122.142965,4420 148th Ave NE,Microsoft - Bldg 127,520 Corridor,98052,"97,258",B,2,1978
B0060,47.652542,-122.133464,4900 154th Pl NE,Microsoft - Bldg 86,520 Corridor,98052,"106,000",B,1,1980
B0061,47.637333,-122.135994,3050 152nd Ave NE,Microsoft - Bldg 22,520 Corridor,98052,"113,391",B,4,1982
B0062,47.659763,-122.139751,5600 148th Ave NE,Microsoft Red West Building D,520 Corridor,98052,"122,433",B,3,1995
B0063,47.654049,-122.141991,5001 150th Ave NE,Nintendo,520 Corridor,98052,"126,200",B,2,1989
B0064,47.659763,-122.139751,5600 148th Ave NE,Microsoft Red West Building E,520 Corridor,98052,"132,144",B,3,1995
B0065,47.659763,-122.139751,5600 148th Ave NE,Microsoft Red West Building B,520 Corridor,98052,"134,922",B,3,1995
B0066,47.659763,-122.139751,5600 148th Ave NE,Microsoft Red West Building C,520 Corridor,98052,"135,456",B,3,1995
B0067,47.659763,-122.139751,5600 148th Ave NE,Microsoft Red West Building A,520 Corridor,98052,"140,822",B,3,1995
B0068,47.639919,-122.13986,15001 NE 31st Way,Honeywell 1,520 Corridor,98052,"152,717",B,2,1960
B0069,47.650846,-122.134354,4634 154th Pl NE,Adams Bldg,520 Corridor,98052,"157,875",B,3,2000
B0070,47.652809,-122.135894,5069 154th Pl NE,Microsoft - Bldg 88,520 Corridor,98052,"178,171",B,2,2000
B0071,47.646017,-122.137327,15220 NE 40th St,Microsoft - Bldg 121,520 Corridor,98052,"180,270",B,3,1990
B0072,47.642357,-122.137006,15010 NE 36th St,Microsoft - Bldg 92,520 Corridor,98052,"194,054",B,3,1973
B0073,47.646496,-122.138977,15120 NE 40th St,Microsoft 3 - Bldg 122,520 Corridor,98052,"213,292",B,3,1995
B0074,47.651061,-122.135795,4500 154th Pl NE,Microsoft - Bldg 87,520 Corridor,98052,"221,358",B,3,1980
B0075,47.64295,-122.138104,3640 150th Ave NE,Microsoft Commons - Bldg 95,520 Corridor,98052,"239,395",B,4,2008
B0076,47.643146,-122.135629,15030 NE 36th St,Microsoft Commons - Bldg 94,520 Corridor,98052,"240,661",B,4,2008
B0077,47.645319,-122.138933,15101 NE 40th St,Microsoft Studio B,520 Corridor,98052,"271,757",B,4,2008
B0078,47.649034,-122.133266,154th Pl NE @ NE 45th Ct,Microsoft Bldg 83,520 Corridor,98052,"276,135",B,4,2015
B0079,47.630182,-122.176705,12328-12342 Northup Way,North Park BC West,520 Corridor,98005,"30,000",C,2,1981
B0080,47.629265,-122.162079,13256 NE 20th St,Cascade Place I - East Bldg,520 Corridor,98005,"30,400",C,1,1974
B0081,47.649755,-122.135568,15319 NE 45th St,,520 Corridor,98052,"47,701",C,2,2000
B0082,47.64917938,-122.3468864,900 N 34th St,Watershed,Ballard/U Dist,98103,58010,A,7,2020
B0083,47.66692003,-122.385498,5423 Shilshole Ave NW,Stimson Bay - Bldg 2,Ballard/U Dist,98107,100000,A,5,
B0084,47.66692003,-122.385498,5423 Shilshole Ave NW,Stimson Bay - Bldg 3,Ballard/U Dist,98107,100000,A,5,
B0085,47.66692003,-122.385498,5423 Shilshole Ave NW,Stimson Bay - Bldg 4,Ballard/U Dist,98107,100000,A,5,
B0086,47.66692003,-122.385498,5423 Shilshole Ave NW,Stimson Bay - Bldg 5,Ballard/U Dist,98107,100000,A,5,
B0087,47.66692003,-122.385498,5423 Shilshole Ave NW,Stimson Bay - Bldg 1,Ballard/U Dist,98107,100000,A,5,
B0088,47.66218248,-122.3749125,1451 NW 46th St,Ballard Blocks II,Ballard/U Dist,98107,267000,A,5,
B0089,47.65449662,-122.3121632,3945 15th Ave NE,U of WA Care Clinic,Ballard/U Dist,98105,75000,C,3,
B0090,47.662316,-122.317981,4545 Roosevelt Way NE,4545 Roosevelt,Ballard/U Dist,98105,"54,676",A,6,2016
B0091,47.647834,-122.332642,2157 N Northlake Way,Emerald Landing,Ballard/U Dist,98103,"55,729",A,2,2012
B0092,47.661545,-122.316246,1100 NE 45th St,45th Street Plaza,Ballard/U Dist,98105,"57,600",A,6,2001
B0093,47.661041,-122.31578,1121 NE 45th St,WSECU Building,Ballard/U Dist,98105,"66,750",A,7,2018
B0094,47.65052,-122.351746,3417 Evanston Ave N,Saturn Building,Ballard/U Dist,98103,"70,000",A,5,2012
B0095,47.668368,-122.380854,5350 Tallman Ave NW,Tallman Building,Ballard/U Dist,98107,"83,508",A,5,2010
B0096,47.649085,-122.348158,837 N 34th St,The Lake View,Ballard/U Dist,98103,"111,580",A,4,2008
B0097,47.649723,-122.348407,744 N 34th St,Data 1,Ballard/U Dist,98103,"123,332",A,5,2017
B0098,47.648716,-122.342293,3400 Stone Way N,Stone 34,Ballard/U Dist,98103,"132,293",A,5,2014
B0099,47.648134,-122.348363,801 N 34th St,The Waterfront,Ballard/U Dist,98103,"164,961",A,3,1998
B0100,47.669046,-122.375929,1448 NW Market St,15th & Market,Ballard/U Dist,98107,"204,000",A,5,2019
B0101,47.64749,-122.338015,3301 Densmore Ave N,NorthEdge,Ballard/U Dist,98103,"210,000",A,5,2016
B0102,47.661183,-122.338888,1501 N 45th St,Fremont Public Association Bldg,Ballard/U Dist,98103,"30,000",B,3,1998
B0103,47.650158,-122.350089,3417 Fremont Ave N,Fremont Building,Ballard/U Dist,98103,"30,000",B,3,1906
B0104,47.665131,-122.30117,5001 25th Ave NE,Northcut Landing East,Ballard/U Dist,98105,"30,000",B,3,2007
B0105,47.661122,-122.329421,2409 N 45th St,Vehicle Sales,Ballard/U Dist,98103,"30,184",B,2,1969
B0106,47.668938,-122.392433,2654 NW Market St,Western Fire & Safety Building,Ballard/U Dist,98107,"30,203",B,3,2017
B0107,47.661142,-122.341753,1307-1309 N 45th St,Wallingford Plaza,Ballard/U Dist,98103,"30,761",B,3,1916
B0108,47.662075,-122.312918,4518-4524 University Way NE,4518-4524 University,Ballard/U Dist,98105,"32,000",B,4,1953
B0109,47.675025,-122.315419,1204 NE 64th St,Pnb Bldg,Ballard/U Dist,98115,"32,500",B,4,1969
B0110,47.662613,-122.317848,4555 Roosevelt Way NE,University Center II,Ballard/U Dist,98105,"32,928",B,2,1999
B0111,47.652237,-122.342269,3650-3670 Stone Way N,Bastyr Building,Ballard/U Dist,98103,"33,152",B,2,2001
B0112,47.65111,-122.349613,701 N 36th St,Peck Building,Ballard/U Dist,98103,"33,740",B,5,2001
B0113,47.661587,-122.313934,1300 NE 45th St,Key Bank,Ballard/U Dist,98105,"34,948",B,2,1976
B0114,47.678099,-122.323266,444 NE Ravenna Blvd,Ravenna Building,Ballard/U Dist,98115,"36,000",B,4,1967
B0115,47.652884,-122.35851,123 NW 36th St,Fremont West Building,Ballard/U Dist,98107,"36,839",B,2,1985
B0116,47.66256,-122.369812,907 NW Ballard Way,,Ballard/U Dist,98107,"37,448",B,2,1980
B0117,47.661775,-122.292663,3216 NE 45th Pl,Lakeview Medical Dental Building,Ballard/U Dist,98105,"38,378",B,3,1967
B0118,47.658547,-122.312384,4201 15th Ave NE,George F. Russell Jr. Hall,Ballard/U Dist,98105,"40,351",B,6,2009
B0119,47.667661,-122.375113,1417-1431 NW 54th St,Studioworks Ballard,Ballard/U Dist,98107,"44,000",B,4,2016
B0120,47.647557,-122.34092,1341 N Northlake Way,Northlake I,Ballard/U Dist,98103,"44,198",B,3,2008
B0121,47.661625,-122.285767,4500 Sand Point Way NE,Springbrook Professional Center,Ballard/U Dist,98105,"48,123",B,4,1984
B0122,47.649951,-122.35345,437 N 34th St,437 N  34th St,Ballard/U Dist,98103,"50,939",B,3,1997
B0123,47.649913,-122.352151,551 N 34th St,Canal View Building,Ballard/U Dist,98103,"51,058",B,3,2001
B0124,47.668976,-122.385315,2208 NW Market St,2208 NW Market,Ballard/U Dist,98107,"51,800",B,4,1961
B0125,47.650035,-122.352811,501 N 34th St,Evanston Building,Ballard/U Dist,98103,"53,410",B,4,2001
B0126,47.660408,-122.315159,4310 12th Ave NE,Bldg S,Ballard/U Dist,98105,"57,016",B,4,1969
B0127,47.685902,-122.337303,7900 E Green Lake Dr N,Lakeside Plaza,Ballard/U Dist,98103,"57,114",B,3,1996
B0128,47.648643,-122.350622,651 N 34th St,Waterside Building,Ballard/U Dist,98103,"62,518",B,3,2001
B0129,47.661457,-122.318322,4500 9th Ave NE,Theater Arts Building,Ballard/U Dist,98105,"63,000",B,3,1988
B0130,47.665207,-122.301755,4915 25th Ave NE,Northcut Landing West,Ballard/U Dist,98105,"65,000",B,3,2007
B0131,47.663331,-122.375464,1455 NW Leary Way,1455 Leary,Ballard/U Dist,98107,"70,080",B,4,2001
B0132,47.660408,-122.315159,4310 12th Ave NE,Bldg O,Ballard/U Dist,98105,"71,267",B,4,1949
B0133,47.660934,-122.316261,1107 NE 45th St,University District Building,Ballard/U Dist,98105,"80,205",B,5,1981
B0134,47.66024,-122.315775,4311 12th Ave NE,Bldg C,Ballard/U Dist,98105,"93,224",B,6,1961
B0135,47.660375,-122.316866,4311 11th Ave NE,Roosevelt Commons B,Ballard/U Dist,98105,"95,943",B,7,2002
B0136,47.647844,-122.339045,1441 N 34th St,1441 N 34th St,Ballard/U Dist,98103,"103,697",B,3,2001
B0137,47.658839,-122.318284,4245 Roosevelt Way NE,U of W Medical Center,Ballard/U Dist,98105,"105,000",B,4,1994
B0138,47.658178,-122.318146,4225 Roosevelt Way NE,The 4225 Roosevelt Building,Ballard/U Dist,98105,"107,254",B,4,1988
B0139,47.661831,-122.312317,4501 15th Ave NE,4545 Building Office Condos,Ballard/U Dist,98105,"113,994",B,4,1968
B0140,47.650483,-122.35306,400 N 34th St,The Burke Building,Ballard/U Dist,98103,"124,071",B,3,1987
B0141,47.649361,-122.350261,601 N 34th St,Park View Building,Ballard/U Dist,98103,"127,309",B,3,2001
B0142,47.660464,-122.317343,4300 Roosevelt Way NE,Roosevelt Commons A,Ballard/U Dist,98105,"132,181",B,5,2002
B0143,47.64871,-122.348888,701 N 34th St,The Plaza,Ballard/U Dist,98103,"138,994",B,4,1998
B0144,47.660728,-122.314682,4333 Brooklyn Ave NE,UW Tower,Ballard/U Dist,98105,"279,459",B,22,1971
B0145,47.651748,-122.35102,600 N 36th St,Fremont Space Building,Ballard/U Dist,98103,"31,370",C,4,2006
B0146,47.668191,-122.380197,1801 NW Market St,Ballard Medical Plaza,Ballard/U Dist,98107,"40,000",C,4,1974
B0147,47.662659,-122.364775,614 NW 46th St,Seattle City Light,Ballard/U Dist,98107,"41,066",C,2,1993
B0148,47.665984,-122.384871,5303 Shilshole Ave NW,Salmon Bay Center - Bldg 4,Ballard/U Dist,98107,"43,500",C,3,1964
B0149,47.61221291,-122.1989033,201 106th Ave NE,Taco Time,Bellevue CBD,98004,150000,A,9,2023
B0150,47.61345488,-122.1961518,320 108th Ave NE,The Summit III,Bellevue CBD,98004,370000,A,17,
B0151,47.61745753,-122.197104,10630-10660 NE 8th St,Skanska,Bellevue CBD,98004,500000,A,20,2023
B0152,47.61828867,-122.1963642,833 108th Ave NE,Cadillac Office Tower,Bellevue CBD,98004,650000,A,19,2021
B0153,47.61053295,-122.1988743,117 106th Ave NE,Bellevue Plaza,Bellevue CBD,98004,725000,A,34,2023
B0154,47.61544349,-122.1962907,555 108th Ave NE,555 108th,Bellevue CBD,98004,937000,A,42,2023
B0155,47.61614606,-122.1989128,606-620 106th Ave NE,620 Office Tower,Bellevue CBD,98004,850000,Trophy,60,2022
B0156,47.613251,-122.197899,10655 NE 4th St,Key Bank Building,Bellevue CBD,98004,"96,571",A,9,1971
B0157,47.617757,-122.201199,800 Bellevue Way NE,Corner Building,Bellevue CBD,98004,"105,000",A,6,1988
B0158,47.611564,-122.198165,188 106th Ave NE,Bellevue Pacific Center,Bellevue CBD,98004,"110,372",A,6,1995
B0159,47.620747,-122.190402,1110 112th Ave NE,One Twelfth West,Bellevue CBD,98004,"134,000",A,6,2001
B0160,47.611644,-122.196663,155 108th Ave NE,Columbia West Building,Bellevue CBD,98004,"137,349",A,8,1986
B0161,47.617897,-122.195869,10800 NE 8th St,US Bank Plaza,Bellevue CBD,98004,"144,510",A,10,1978
B0162,47.617644,-122.191314,11100 NE 8th St,Plaza East,Bellevue CBD,98004,"156,000",A,9,1987
B0163,47.620496,-122.189651,1120 112th Ave NE,One Twelfth East,Bellevue CBD,98004,"170,755",A,6,2001
B0164,47.619959,-122.190033,1100 112th Ave NE,One Twelfth South,Bellevue CBD,98004,"175,634",A,6,2001
B0165,47.613383,-122.193589,355 110th Ave NE,The Summit I,Bellevue CBD,98004,"248,902",A,11,2005
B0166,47.613706,-122.195071,10885 NE 4th St,The Summit II,Bellevue CBD,98004,"283,232",A,13,2002
B0167,47.617871,-122.193867,10900 NE 8th St,Plaza Center,Bellevue CBD,98004,"345,586",A,16,1983
B0168,47.614194,-122.196807,411 108th Ave NE,One Bellevue Center,Bellevue CBD,98004,"358,838",A,21,1984
B0169,47.614288,-122.192001,450 110th Ave NE,New City Hall,Bellevue CBD,98004,"377,000",A,9,1983
B0170,47.617475,-122.200504,10500 NE 8th St,Bellevue Place Bank of America,Bellevue CBD,98004,"390,000",A,21,1988
B0171,47.616926,-122.196749,777 108th Ave NE,Symetra Center,Bellevue CBD,98004,"445,089",A,25,1986
B0172,47.617156,-122.201648,770 Bellevue Way NE,Lincoln Square North Tower,Bellevue CBD,98004,"540,000",A,27,2007
B0173,47.610575,-122.191315,11058-11100 Main St,Gateway Office Building,Bellevue CBD,98004,"31,908",B,2,1980
B0174,47.614685,-122.190056,520 112th Ave NE,520 Building,Bellevue CBD,98004,"36,208",B,4,1980
B0175,47.610485,-122.192299,11040 Main St,Main Street Scott,Bellevue CBD,98004,"38,729",B,2,1980
B0176,47.615589,-122.199608,505 106th Ave NE,Bellevue Park Plaza,Bellevue CBD,98004,"42,411",B,3,1967
B0177,47.612151,-122.19008,200 112th Ave NE,200 Building,Bellevue CBD,98004,"50,531",B,3,1969
B0178,47.61412,-122.190086,400 112th Ave NE,Tetra Tech Building,Bellevue CBD,98004,"64,446",B,4,1981
B0179,47.614079,-122.195616,400 108th Ave NE,Washington Federal Center,Bellevue CBD,98004,"76,676",B,7,1968
B0180,47.616668,-122.19957,777 106th Ave NE,Paccar Bldg,Bellevue CBD,98004,"213,672",B,14,1970
B0181,47.611316,-122.193095,110 110th Ave NE,110 Atrium,Bellevue CBD,98004,"243,381",B,7,1981
B0182,47.613042,-122.19695,305 108th Ave NE,Four106,Bellevue CBD,98004,"250,000",B,15,
B0183,47.616009,-122.194984,600 108th Ave NE,Bellevue Corporate Plaza,Bellevue CBD,98004,"256,829",B,10,1979
B0184,47.610934,-122.198116,120 106th Ave NE,Bellevue Rite Aid Bldg,Bellevue CBD,98004,"44,400",C,2,1962
B0185,47.612151,-122.1963,205 108th Ave NE,Civica Office South Tower,Bellevue CBD,98004,"133,790",Trophy,6,2001
B0186,47.612272,-122.196669,225 108th Ave NE,Civica Office North Tower,Bellevue CBD,98004,"178,505",Trophy,8,2001
B0187,47.616031,-122.192376,11155 NE 8th St,Bravern 1,Bellevue CBD,98004,"251,000",Trophy,12,2009
B0188,47.614226,-122.199341,425 106th Ave NE,Centre 425,Bellevue CBD,98004,"356,909",Trophy,16,2016
B0189,47.613465,-122.196762,333 108th Ave NE,Expedia Building,Bellevue CBD,98004,"414,964",Trophy,20,2008
B0190,47.614062,-122.194006,10900 NE 4th St,Skyline Tower,Bellevue CBD,98004,"416,755",Trophy,24,1983
B0191,47.618382,-122.196834,929 108th Ave NE,929 Office Tower,Bellevue CBD,98004,"462,000",Trophy,19,2015
B0192,47.61588,-122.196705,601 108th Ave NE,Key Center,Bellevue CBD,98004,"488,470",Trophy,22,2000
B0193,47.61755,-122.192988,11025 NE 8th St,Bravern 2,Bellevue CBD,98004,"497,000",Trophy,23,2009
B0194,47.614964,-122.19565,500 108th Ave NE,City Center Bellevue,Bellevue CBD,98004,"497,076",Trophy,27,1987
B0195,47.614923,-122.193838,555 110th Ave NE,City Center Plaza,Bellevue CBD,98004,"583,179",Trophy,26,2009
B0196,47.613865,-122.201342,10400 NE 4th St,Lincoln Square South Tower,Bellevue CBD,98004,"724,693",Trophy,31,2017
B0197,47.616009,-122.194984,600 108th Ave NE,600 Bellevue,Bellevue CBD,98004,"794,000",Trophy,34,2022
B0198,47.61542035,-122.3540172,2815 Elliott Ave,A&D Building - fka Old Spaghetti Factory,Belltown/Denny Regrade,98121,32210,B,3,1903
B0199,47.610542,-122.344495,2001 Western Ave,Market Place II,Belltown/Denny Regrade,98121,"46,752",A,4,1981
B0200,47.614386,-122.339675,2020 5th Ave,Seattle IBX,Belltown/Denny Regrade,98121,"59,720",A,7,2013
B0201,47.611284,-122.347889,2200 Alaskan Way,World Trade Center West,Belltown/Denny Regrade,98121,"69,507",A,4,1998
B0202,47.615846,-122.346089,2400 3rd Ave,Third & Battery,Belltown/Denny Regrade,98121,"75,120",A,3,2016
B0203,47.610468,-122.343844,2003 Western Ave,Market Place I,Belltown/Denny Regrade,98121,"84,390",A,7,1981
B0204,47.617306,-122.347317,2601 4th Ave,4th & Vine,Belltown/Denny Regrade,98121,"123,324",A,8,1975
B0205,47.612929,-122.350089,2401-2415 Elliott Ave,World Trade Center North,Belltown/Denny Regrade,98121,"133,777",A,5,2000
B0206,47.612823,-122.342232,2031 3rd Ave,Third & Lenora,Belltown/Denny Regrade,98121,"176,000",A,36,2020
B0207,47.611598,-122.347692,2211 Elliott Ave,World Trade Center East,Belltown/Denny Regrade,98121,"186,117",A,6,1999
B0208,47.611229,-122.343071,2025 1st Ave,Market Place Tower,Belltown/Denny Regrade,98121,"194,687",A,17,1988
B0209,47.618217,-122.35183,2901 3rd Ave,Third & Broad,Belltown/Denny Regrade,98121,"283,293",A,5,1982
B0210,47.614418,-122.338917,2001 6th Ave,Westin Building,Belltown/Denny Regrade,98121,"400,369",A,34,1981
B0211,47.614128,-122.34243,2101-2121 4th Ave,4th & Blanchard,Belltown/Denny Regrade,98121,"413,279",A,25,1979
B0212,47.616122,-122.344624,2320 4th Ave,,Belltown/Denny Regrade,98121,"33,211",B,2,1922
B0213,47.61187,-122.343369,2030 1st Ave,1st & Lenora,Belltown/Denny Regrade,98121,"37,632",B,3,1930
B0214,47.613183,-122.340361,2013 4th Ave,Marshall Building,Belltown/Denny Regrade,98121,"46,212",B,4,1925
B0215,47.611234,-122.345139,2107 Elliott Ave,Elliott Court,Belltown/Denny Regrade,98121,"47,265",B,4,1990
B0216,47.61731,-122.349815,200 Cedar St,Grange Insurance,Belltown/Denny Regrade,98121,"50,000",B,4,1981
B0217,47.616096,-122.347763,2505 3rd Ave,Trianon Building,Belltown/Denny Regrade,98121,"50,775",B,3,1926
B0218,47.615765,-122.351166,2701 1st Ave,First & Cedar Building,Belltown/Denny Regrade,98121,"52,075",B,5,1973
B0219,47.615301,-122.348438,2505 2nd Ave,2505 Second,Belltown/Denny Regrade,98121,"68,212",B,7,1989
B0220,47.612217,-122.349098,2323 Elliott Ave,Art Institute Seattle,Belltown/Denny Regrade,98121,"71,627",B,2,1905
B0221,47.611041,-122.34222,1932 1st Ave,Terminal Sales Building,Belltown/Denny Regrade,98101,"90,000",B,12,1925
B0222,47.61777,-122.350112,2807 3rd Ave,Kiro Telivision (Channel 7),Belltown/Denny Regrade,98121,"100,734",B,3,1968
B0223,47.617718,-122.354469,3005 1st Ave,ECONET Building,Belltown/Denny Regrade,98121,"104,200",B,4,1980
B0224,47.61711,-122.351539,2801-2815 2nd Ave,Bay Vista Office Tower,Belltown/Denny Regrade,98121,"119,793",B,5,1982
B0225,47.617432,-122.344452,521 Wall St,6th & Wall,Belltown/Denny Regrade,98121,"132,790",B,3,1947
B0226,47.612129,-122.339447,1904 3rd Ave,Securities Building,Belltown/Denny Regrade,98101,"139,567",B,10,1917
B0227,47.611664,-122.350186,2223 Alaskan Way,Pier 66,Belltown/Denny Regrade,98121,"159,229",B,3,1995
B0228,47.614677,-122.339417,2033 6th Ave,Sixth & Lenora Building,Belltown/Denny Regrade,98121,"161,000",B,11,1963
B0229,47.612481,-122.343686,120 Lenora St,Qwest Communications,Belltown/Denny Regrade,98121,"162,118",B,12,1970
B0230,47.613924,-122.353791,2611-2727 Alaskan Way,Pier 69 - Corporate HQ,Belltown/Denny Regrade,98121,"191,193",B,3,1931
B0231,47.616409,-122.341118,2200 6th Ave,Denny Building,Belltown/Denny Regrade,98121,"206,000",B,12,1967
B0232,47.616207,-122.34597,2401 4th Ave,Fourth & Battery,Belltown/Denny Regrade,98121,"210,807",B,12,1978
B0233,47.614527,-122.353046,2601 Elliott Ave,2601 Elliott,Belltown/Denny Regrade,98121,"339,799",B,6,1917
B0234,47.610508,-122.34227,1917-1921 1st Ave,Alaska Trade,Belltown/Denny Regrade,98101,"36,160",C,6,1910
B0235,47.616709,-122.35157,2800 1st Ave,,Belltown/Denny Regrade,98121,"40,230",C,3,1942
